id,urn,title,genre,albumCover,url
1396880485,soundcloud:tracks:1396880485,Kill Bill,R&B,https://i1.sndcdn.com/artworks-ZjdODHEnpRvq-0-large.jpg,https://soundcloud.com/szababy2/kill-bill
1768722903,soundcloud:tracks:1768722903,supernatural,Pop,https://i1.sndcdn.com/artworks-rhjKyKV9lvvl-0-large.jpg,https://soundcloud.com/arianagrande/ariana-grande-supernatural
1035123307,soundcloud:tracks:1035123307,Save Your Tears ((Remix) Bonus Track),R & B,https://i1.sndcdn.com/artworks-yRwygOCUTQui-0-large.jpg,https://soundcloud.com/theweeknd/the-weeknd-ariana-grande-save
1529368726,soundcloud:tracks:1529368726,Lose Control,Pop,https://i1.sndcdn.com/artworks-yy00ZzGLyO7n-0-large.jpg,https://soundcloud.com/teddyswims/lose-control
1780787562,soundcloud:tracks:1780787562,obsessed,Pop,https://i1.sndcdn.com/artworks-wtDzBC4yrYTL-0-large.jpg,https://soundcloud.com/oliviarodrigo/obsessed
1454688733,soundcloud:tracks:1454688733,Die For You (Remix),R & B,https://i1.sndcdn.com/artworks-qCI8wnLKzPYG-0-large.jpg,https://soundcloud.com/theweeknd/the-weeknd-ariana-grande-die
1242349246,soundcloud:tracks:1242349246,As It Was,Pop,https://i1.sndcdn.com/artworks-zrRyHoNcOhDM-0-large.jpg,https://soundcloud.com/harrystyles/as-it-was
1297701826,soundcloud:tracks:1297701826,Stick Season,Alternative,https://i1.sndcdn.com/artworks-CuiBJSXmVh4j-0-large.jpg,https://soundcloud.com/noahkahan/stick-season
863079868,soundcloud:tracks:863079868,cardigan,Alternative,https://i1.sndcdn.com/artworks-I5otfx6UY2nY-0-large.jpg,https://soundcloud.com/taylorswiftofficial/cardigan
1797265711,soundcloud:tracks:1797265711,Illusion,Pop,https://i1.sndcdn.com/artworks-SeVFaUm2rjJh-0-large.jpg,https://soundcloud.com/dualipa/illusion
1520269912,soundcloud:tracks:1520269912,Here With Me,Alternative,https://i1.sndcdn.com/artworks-jP411A8fZaGp-0-large.jpg,https://soundcloud.com/d4vddd/here-with-me-1
1313216011,soundcloud:tracks:1313216011,CUFF IT,Pop,https://i1.sndcdn.com/artworks-FehBOZI31wcB-0-large.jpg,https://soundcloud.com/beyonce/beyonce-cuff-it
1096504597,soundcloud:tracks:1096504597,Happier Than Ever,Alternative,https://i1.sndcdn.com/artworks-LDRzSUyRH3GY-0-large.jpg,https://soundcloud.com/billieeilish/happier-than-ever
1715270643,soundcloud:tracks:1715270643,yes, and?,Pop,https://i1.sndcdn.com/artworks-4h8VdRxGLxrY-0-large.jpg,https://soundcloud.com/arianagrande/ariana-grande-yes-and
1775261535,soundcloud:tracks:1775261535,Cry,Pop,https://i1.sndcdn.com/artworks-HKn04M2vPm5I-0-large.jpg,https://soundcloud.com/bensonboone/cry
1768726386,soundcloud:tracks:1768726386,intro (end of the world),Pop,https://i1.sndcdn.com/artworks-YFNlFtqrDWML-0-large.jpg,https://soundcloud.com/arianagrande/ariana-grande-intro-end-of-the
1660314906,soundcloud:tracks:1660314906,Lovin On Me,Rap/Hip Hop,https://i1.sndcdn.com/artworks-vqAuCpRhDssX-0-large.jpg,https://soundcloud.com/jackharlow/jack-harlow-lovin-on-me
1746475878,soundcloud:tracks:1746475878,Training Season,Pop,https://i1.sndcdn.com/artworks-GeKG35J6vSlO-0-large.jpg,https://soundcloud.com/dualipa/training-season
1297453747,soundcloud:tracks:1297453747,End of Beginning,Rock,https://i1.sndcdn.com/artworks-c6CSot1h5uAX-0-large.jpg,https://soundcloud.com/djokyri/end-of-beginning
1611037203,soundcloud:tracks:1611037203,greedy,Pop,https://i1.sndcdn.com/artworks-vgmNtRzpynIs-0-large.jpg,https://soundcloud.com/tate-mcrae/greedy
1563214087,soundcloud:tracks:1563214087,My Love Mine All Mine,Alternative Rock,https://i1.sndcdn.com/artworks-5NLon0cRDARq-0-large.jpg,https://soundcloud.com/mitskiofficial/my-love-mine-all-mine
1746563412,soundcloud:tracks:1746563412,CARNIVAL (feat. Rich The Kid, Playboi Carti),HipHop/Rap,https://i1.sndcdn.com/artworks-mbYkJ12CpmWL-0-large.jpg,https://soundcloud.com/kanyewest/carnival
1713077370,soundcloud:tracks:1713077370,redrum,Hip Hop,https://i1.sndcdn.com/artworks-5qjOk90bFQyL-0-large.jpg,https://soundcloud.com/21savage/21-savage-redrum
916465010,soundcloud:tracks:916465010,positions,Pop,https://i1.sndcdn.com/artworks-e2u1GzAn85ys-0-large.jpg,https://soundcloud.com/arianagrande/ariana-grande-positions
