562454343,soundcloud:tracks:562454343,Ordinary World,Pop,https://i1.sndcdn.com/artworks-4jwafSZtNSav-0-large.jpg,https://soundcloud.com/duranduran/ordinary-world
271222676,soundcloud:tracks:271222676,Lithium,Rock,https://i1.sndcdn.com/artworks-rqyxPIrOFvQe-0-large.jpg,https://soundcloud.com/nirvana/lithium
253178973,soundcloud:tracks:253178973,Save Tonight,Pop,https://i1.sndcdn.com/artworks-EhOkDKByUkun-0-large.jpg,https://soundcloud.com/eagle-eye-cherry-official/save-tonight
255967334,soundcloud:tracks:255967334,Nobody (feat. Athena Cage),R&B,https://i1.sndcdn.com/artworks-Z0aviKFWk3LM-0-large.jpg,https://soundcloud.com/keithsweatofficial/nobody-feat-athena-cage-1
254111998,soundcloud:tracks:254111998,Around the World (Radio Edit),Electronic,https://i1.sndcdn.com/artworks-hgjsYvTlTGhc-0-large.jpg,https://soundcloud.com/daftpunkofficialmusic/around-the-world-radio-edit
253184665,soundcloud:tracks:253184665,Sometimes Love Just Ain't Enough (feat. Don Henley),Rock,https://i1.sndcdn.com/artworks-5QVpzlC6bjqr-0-large.jpg,https://soundcloud.com/patty-smyth/sometimes-love-just-aint
351895025,soundcloud:tracks:351895025,Beautiful Life,Pop,https://i1.sndcdn.com/artworks-ZE4cZ28pBuEC-0-large.jpg,https://soundcloud.com/aceofbaseofficial/beautiful-life-remastered
256256880,soundcloud:tracks:256256880,My Name Is,Hip Hop,https://i1.sndcdn.com/artworks-O29Rg65Sdb7B-0-large.jpg,https://soundcloud.com/eminemofficial/my-name-is-1
254517143,soundcloud:tracks:254517143,Baby, I Love Your Way,Reggae,https://i1.sndcdn.com/artworks-vBrUTWxZL3mO-0-large.jpg,https://soundcloud.com/big-mountain-official/baby-i-love-your-way
252845836,soundcloud:tracks:252845836,Boom, Boom, Boom, Boom!!,Pop,https://i1.sndcdn.com/artworks-J4k6eoN0TvSX-0-large.jpg,https://soundcloud.com/vengaboys-official/boom-boom-boom-boom-airplay
263191627,soundcloud:tracks:263191627,Tearin' up My Heart (Radio Edit),Pop,https://i1.sndcdn.com/artworks-dCbFbFGfHfdM-0-large.jpg,https://soundcloud.com/n-sync-official/tearin-up-my-heart-radio-edit
204973054,soundcloud:tracks:204973054,Put Your Hands Where My Eyes Could See (feat. Jamal),Rap/Hip Hop,https://i1.sndcdn.com/artworks-anhQoIR8NLvW-0-large.jpg,https://soundcloud.com/busta-rhymes-9/put-your-hands-where-my-eyes
253588157,soundcloud:tracks:253588157,Freestyler,Pop,https://i1.sndcdn.com/artworks-QxfcL3T9eWil-0-large.jpg,https://soundcloud.com/bomfunk-mcs/freestyler
252715511,soundcloud:tracks:252715511,Lightning Crashes,Rock,https://i1.sndcdn.com/artworks-QohkmEEeRlRA-0-large.jpg,https://soundcloud.com/live-official/lightning-crashes
251209298,soundcloud:tracks:251209298,Tubthumping,Pop,https://i1.sndcdn.com/artworks-61UfYOst7tw8-0-large.jpg,https://soundcloud.com/chumbawamba-official/tubthumping
253534215,soundcloud:tracks:253534215,Freek'n You,R & B,https://i1.sndcdn.com/artworks-dXloMFzVKmFg-0-large.jpg,https://soundcloud.com/jodeci-official/freekn-you-album-version
253186136,soundcloud:tracks:253186136,When You Say Nothing At All,Pop,https://i1.sndcdn.com/artworks-UwQM1wpefics-0-large.jpg,https://soundcloud.com/ronan-keating-official/when-you-say-nothing-at-all-2
256245842,soundcloud:tracks:256245842,Say It Ain't So (Original Mix),Rock,https://i1.sndcdn.com/artworks-pai6TFI5ZiA7-0-large.jpg,https://soundcloud.com/weezer/say-it-aint-so-album-version
256029578,soundcloud:tracks:256029578,Back That Thang Up (feat. Mannie Fresh & Lil Wayne),Pop,https://i1.sndcdn.com/artworks-Mj1YMW84pItV-0-large.jpg,https://soundcloud.com/juvenileofficial/back-that-thang-up
257078230,soundcloud:tracks:257078230,Sabotage,Hip Hop,https://i1.sndcdn.com/artworks-lZZbN3b45QIe-0-large.jpg,https://soundcloud.com/beastieboys/sabotage
283975503,soundcloud:tracks:283975503,Don't Look Back in Anger,Rock,https://i1.sndcdn.com/artworks-dttBZaTIsX4c-0-large.jpg,https://soundcloud.com/oasisofficial/dont-look-back-in-anger-1
256122555,soundcloud:tracks:256122555,Kiss from a Rose,Pop,https://i1.sndcdn.com/artworks-qv70USdqrvRv-0-large.jpg,https://soundcloud.com/seal/kiss-from-a-rose-1
278551881,soundcloud:tracks:278551881,Glycerine (Remastered),Rock,https://i1.sndcdn.com/artworks-huvd5RIDL9JN-0-large.jpg,https://soundcloud.com/bushofficial/glycerine
255783594,soundcloud:tracks:255783594,Fantasy,Pop,https://i1.sndcdn.com/artworks-wmt0ex5YQTSj-0-large.jpg,https://soundcloud.com/mariahcarey/fantasy
117119392,soundcloud:tracks:117119392,whigfield - saturday night -(Radio Nite Mix),House,null,https://soundcloud.com/stalinsilver-blue/whigfield-saturday-night-radio
546799320,soundcloud:tracks:546799320,I Gotta Be,R&B,https://i1.sndcdn.com/artworks-AKtkOrG6GNdr-0-large.jpg,https://soundcloud.com/officialje/i-gotta-be
792866776,soundcloud:tracks:792866776,Everybody,Pop,https://i1.sndcdn.com/artworks-6SsHLoOOuYnd-0-large.jpg,https://soundcloud.com/dj-bobo-official/everybody-5
310596197,soundcloud:tracks:310596197,An Angel,Pop,https://i1.sndcdn.com/artworks-TIbM7VLOuBLU-0-large.jpg,https://soundcloud.com/the-kelly-family-official/an-angel
256024580,soundcloud:tracks:256024580,Born to Make You Happy,Pop,https://i1.sndcdn.com/artworks-b9qbj70Eb1sA-0-large.jpg,https://soundcloud.com/britneyspears/born-to-make-you-happy
253572394,soundcloud:tracks:253572394,Down In A Hole (Live at the Majestic Theatre, Brooklyn, NY - April 1996),Alternative,https://i1.sndcdn.com/artworks-LfLmzcOYhg3H-0-large.jpg,https://soundcloud.com/alice-in-chains-official/down-in-a-hole-album-version
231884352,soundcloud:tracks:231884352,Twisted,R&B,https://i1.sndcdn.com/artworks-FRtbGzNpKofA-0-large.jpg,https://soundcloud.com/keithsweatofficial/keith-sweat-twisted
361665965,soundcloud:tracks:361665965,The Power,Dance,https://i1.sndcdn.com/artworks-6d30ncHDcFbp-0-large.jpg,https://soundcloud.com/snap27105/the-power
